t,count,p,min_prone_overlap,min_n_flights,min_util,int1,int2,int3,int4,n_potential_conflics,E[n_conflicts],total_remaining_conflicts,disruption_occured,recovered,value,prev_action,folder
4,2471,0.83,0,1,0.4107142857142857,0,0.5357142857142857,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '6', '#4')",TRAIN33
1,5998,0.84,0.0,1,0.20588235294117646,0.0,0.20588235294117646,0.0,0.0,3.0,2.52,0,0,0.0,-13.076484060063779,"('swap', '4', '#3')",TRAIN34
2,5712,0.84,0.0,1,0.171875,0.0,0.171875,0.0,0.0,3.0,2.52,0,0,0.0,-11.282302919423383,"('none', 'none', 'none')",TRAIN34
3,4796,0.84,0.0,1,0.18333333333333332,0.0,0.18333333333333332,0.0,0.0,2.380952380952381,2.0,2,1,0.0,-10.000000000000002,"('swap', '17', '#4')",TRAIN34
4,2498,0.84,0.0,2,0.32142857142857145,0.0,0.7142857142857143,0.0,0.0,1.1904761904761905,1.0,1,1,0.0,-5.000000000000001,"('swap', '14', '#5')",TRAIN34
5,1576,0.84,0,2,0.3076923076923077,0,0.7692307692307693,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '20', '#5')",TRAIN34
1,5998,0.56,0.0,1,0.10294117647058823,0.0,0.10294117647058823,0.0,0.0,3.0,1.6800000000000002,0,0,0.0,-13.03989857816226,"('swap', '18', '#6')",TRAIN36
2,5806,0.56,0.0,1,0.109375,0.0,0.109375,0.0,0.0,3.0,1.6800000000000002,0,0,0.0,-13.207145879555041,"('none', 'none', 'none')",TRAIN36
3,5226,0.56,0.0,2,0.25,0.0,0.5,0.0,0.0,2.0,1.12,0,0,0.0,-8.403605757294482,"('swap', '9', '#2')",TRAIN36
4,582,0.56,0.0,2,0.19642857142857142,0.0,0.39285714285714285,0.0,0.0,3.571428571428571,2.0,2,1,0.0,-15.0,"('none', 'none', 'none')",TRAIN36
5,552,0.56,0.0,2,0.2692307692307692,0.0,0.8076923076923077,0.0,0.0,1.7857142857142856,1.0,1,1,0.0,-5.000000000000001,"('swap', '6', '#2')",TRAIN36
6,397,0.56,0,1,0.3541666666666667,0,0.3958333333333333,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '2', '#2')",TRAIN36
1,5998,0.61,15.0,2,0.35294117647058826,30.0,0.7058823529411765,14.117647058823529,9.15,1.0,0.61,0,0,0.0,-13.42550845706241,"('swap', '8', '#5')",TRAIN35
2,5974,0.61,0.0,1,0.3125,0.0,0.3125,0.0,0.0,1.0,0.61,0,0,0.0,-3.3986608336653923,"('swap', '22', '#6')",TRAIN35
3,5974,0.61,0.0,1,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,1.0,0.61,0,0,0.0,-3.344131571200073,"('none', 'none', 'none')",TRAIN35
4,5974,0.61,0.0,1,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,1.0,0.61,0,0,0.0,-3.273437129105633,"('none', 'none', 'none')",TRAIN35
5,5974,0.61,0.0,1,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,1.0,0.61,0,0,0.0,-3.223371118710186,"('none', 'none', 'none')",TRAIN35
6,5974,0.61,0.0,1,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,1.0,0.61,0,0,0.0,-3.393375281301629,"('none', 'none', 'none')",TRAIN35
7,1140,0.61,0,1,0.18181818181818182,0,0.36363636363636365,0.0,0,0.0,0,0,1,1.0,0,"('swap', '13', '#2')",TRAIN35
1,5998,0.68,0.0,1,0.16176470588235295,0.0,0.16176470588235295,0.0,0.0,2.0,1.36,0,0,0.0,-8.718658926916854,"('swap', '6', '#5')",TRAIN37
2,5982,0.68,0.0,1,0.109375,0.0,0.109375,0.0,0.0,2.0,1.36,0,0,0.0,-8.886605002267295,"('none', 'none', 'none')",TRAIN37
3,5708,0.68,0.0,1,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,2.0,1.36,0,0,0.0,-9.005230731663637,"('none', 'none', 'none')",TRAIN37
4,5546,0.68,0.0,1,0.23214285714285715,0.0,0.42857142857142855,0.0,0.0,1.0,0.68,0,0,0.0,-3.9992078333603516,"('swap', '5', '#4')",TRAIN37
5,1858,0.68,0,0,0.38461538461538464,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '8', '#4')",TRAIN37
1,5998,0.59,30.0,3,0.3235294117647059,90.0,0.9705882352941178,29.117647058823533,35.4,2.0,1.18,0,0,0.0,-17.392240078950902,"('swap', '6', '#6')",TRAIN39
2,3488,0.59,0.0,3,0.296875,0.0,0.890625,0.0,0.0,1.6949152542372883,1.0,1,1,0.0,-5.000000000000002,"('swap', '20', '#5')",TRAIN39
3,1157,0.59,0,2,0.35,0,0.9333333333333333,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '8', '#3')",TRAIN39
1,5998,0.67,75.0,1,0.23529411764705882,75.0,0.23529411764705882,17.647058823529413,150.75000000000003,3.0,2.0100000000000002,0,0,0.0,-89.234019828266,"('swap', '15', '#1')",TRAIN38
2,5998,0.67,45.0,1,0.25,45.0,0.25,11.25,60.300000000000004,2.0,1.34,0,0,0.0,-51.952167737003904,"('swap', '13', '#3')",TRAIN38
3,5882,0.67,45.0,2,0.25,90.0,0.6666666666666666,30.0,30.150000000000002,1.0,0.67,0,0,0.0,-55.55764622230228,"('swap', '15', '#4')",TRAIN38
4,973,0.67,0,2,0.21428571428571427,0,0.6428571428571428,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN38
1,5998,0.66,0.0,2,0.27941176470588236,0.0,0.5588235294117647,0.0,0.0,1.0,0.66,0,0,0.0,-3.1300550373830105,"('swap', '14', '#4')",TRAIN40
2,5998,0.66,0.0,2,0.234375,0.0,0.46875,0.0,0.0,1.0,0.66,0,0,0.0,-3.1075407907456314,"('none', 'none', 'none')",TRAIN40
3,5998,0.66,0.0,2,0.25,0.0,0.5,0.0,0.0,1.0,0.66,0,0,0.0,-2.9109017175484375,"('none', 'none', 'none')",TRAIN40
4,1303,0.66,0,2,0.30357142857142855,0,0.9285714285714286,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '4', '#5')",TRAIN40
1,5998,0.75,0.0,3,0.2647058823529412,0.0,0.7941176470588236,0.0,0.0,2.0,1.5,0,0,0.0,-16.5180571019091,"('swap', '10', '#5')",TRAIN41
2,5640,0.75,0.0,3,0.234375,0.0,0.703125,0.0,0.0,2.0,1.5,0,0,0.0,-16.017951753109546,"('none', 'none', 'none')",TRAIN41
3,5700,0.75,0.0,3,0.18333333333333332,0.0,0.5499999999999999,0.0,0.0,2.0,1.5,0,0,0.0,-9.120269950768163,"('swap', '6', '#3')",TRAIN41
4,703,0.75,0,3,0.16071428571428573,0,0.4821428571428572,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN41
1,5998,0.56,0.0,1,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,2.0,1.12,0,0,0.0,-6.32511299658886,"('swap', '23', '#4')",TRAIN43
2,5978,0.56,0.0,1,0.1875,0.0,0.1875,0.0,0.0,2.0,1.12,0,0,0.0,-7.158380902903184,"('none', 'none', 'none')",TRAIN43
3,1305,0.56,0,1,0.2,0,0.2,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN43
1,5998,0.71,0,3,0.3088235294117647,0,0.9264705882352942,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('swap', '11', '#6')",TRAIN47
2,5998,0.71,0,3,0.34375,0,1.03125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN47
3,2122,0.71,0,3,0.3,0,0.8999999999999999,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('none', 'none', 'none')",TRAIN47
1,5988,0.58,30.0,1,0.20588235294117646,30.0,0.20588235294117646,6.1764705882352935,52.199999999999996,3.0,1.7399999999999998,0,0,0.0,-69.84195720569218,"('none', 'none', 'none')",TRAIN42
2,5850,0.58,30.0,2,0.265625,60.0,0.53125,15.9375,34.8,2.0,1.16,0,0,0.0,-65.04352514621428,"('swap', '20', '#4')",TRAIN42
3,5836,0.58,0.0,2,0.23333333333333334,0.0,0.4666666666666667,0.0,0.0,2.0,1.16,0,0,0.0,-25.231462204647027,"('swap', '4', '#4')",TRAIN42
4,5704,0.58,0.0,1,0.125,0.0,0.125,0.0,0.0,3.0,1.7399999999999998,0,0,0.0,-15.250630188535508,"('swap', '24', '#1')",TRAIN42
5,5608,0.58,5.0,2,0.19230769230769232,10.0,0.38461538461538464,1.9230769230769231,5.8,2.0,1.16,0,0,0.0,-4.6142017478917134,"('swap', '12', '#5')",TRAIN42
6,1163,0.58,0,2,0.13194444444444445,0,0.2638888888888889,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN42
1,5998,0.84,0.0,2,0.20588235294117646,0.0,0.4117647058823529,0.0,0.0,3.0,2.52,0,0,0.0,-18.097359364037388,"('swap', '6', '#2')",TRAIN48
2,5538,0.84,0.0,3,0.25,0.0,0.75,0.0,0.0,2.0,1.68,0,0,0.0,-13.911050103585191,"('swap', '21', '#5')",TRAIN48
3,4584,0.84,0.0,3,0.3,0.0,1.0,0.0,0.0,1.1904761904761905,1.0,1,1,0.0,-5.0,"('swap', '13', '#5')",TRAIN48
4,2292,0.84,0,2,0.2857142857142857,0,0.8571428571428571,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '14', '#5')",TRAIN48
1,5998,0.54,75.0,1,0.3235294117647059,75.0,0.3235294117647059,24.264705882352942,121.50000000000001,3.0,1.62,0,0,0.0,-87.75579588352325,"('swap', '24', '#3')",TRAIN45
2,5998,0.54,75.0,1,0.28125,75.0,0.28125,21.09375,81.0,2.0,1.08,0,0,0.0,-77.84124885519186,"('swap', '19', '#6')",TRAIN45
3,5998,0.54,75.0,1,0.23333333333333334,75.0,0.23333333333333334,17.5,81.0,2.0,1.08,0,0,0.0,-77.92761185840119,"('none', 'none', 'none')",TRAIN45
4,5966,0.54,15.0,1,0.14285714285714285,30.0,0.14285714285714285,11.25,8.100000000000001,1.0,0.54,0,0,0.0,-7.971980741313715,"('swap', '1', '#2')",TRAIN45
5,5966,0.54,0.0,1,0.23076923076923078,0.0,0.46153846153846156,0.0,0.0,1.0,0.54,0,0,0.0,-3.172106972604694,"('swap', '13', '#2')",TRAIN45
6,1137,0.54,0,0,0.3958333333333333,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '4', '#5')",TRAIN45
1,2316,0.74,0.0,0,0.058823529411764705,0.0,0.0,0.0,0.0,2.0,1.48,0,0,0.0,-11.957670734880498,"('none', 'none', 'none')",TRAIN44
2,2158,0.74,0.0,0,0.0625,0.0,0.0,0.0,0.0,2.0,1.48,0,0,0.0,-11.850275711450836,"('none', 'none', 'none')",TRAIN44
3,2122,0.74,0.0,0,0.06666666666666667,0.0,0.0,0.0,0.0,2.0,1.48,0,0,0.0,-11.983022021688669,"('none', 'none', 'none')",TRAIN44
4,2062,0.74,0.0,0,0.05357142857142857,0.0,0.0,0.0,0.0,2.0,1.48,0,0,0.0,-12.40928494262624,"('none', 'none', 'none')",TRAIN44
5,1762,0.74,0.0,1,0.17307692307692307,0.0,0.17307692307692307,0.0,0.0,1.0,0.74,0,0,0.0,-8.000045436583523,"('swap', '19', '#3')",TRAIN44
6,1664,0.74,0.0,1,0.1875,0.0,0.1875,0.0,0.0,1.0,0.74,0,0,0.0,-8.682688944433258,"('none', 'none', 'none')",TRAIN44
7,614,0.74,0.0,1,0.20454545454545456,0.0,0.20454545454545456,0.0,0.0,1.3513513513513513,1.0,1,1,0.0,-9.999999999999641,"('none', 'none', 'none')",TRAIN44
8,25,0.74,0,0,0.15,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('swap', '12', '#3')",TRAIN44
1,5998,0.54,0.0,1,0.14705882352941177,0.0,0.14705882352941177,0.0,0.0,3.0,1.62,0,0,0.0,-13.324550066939112,"('swap', '4', '#5')",TRAIN49
2,3236,0.54,0.0,2,0.1875,0.0,0.375,0.0,0.0,3.7037037037037033,2.0,2,1,0.0,-20.0,"('swap', '18', '#3')",TRAIN49
3,3236,0.54,5.0,3,0.32222222222222224,15.0,0.9666666666666668,4.833333333333334,5.0,1.8518518518518516,1.0,1,1,0.0,-10.0,"('swap', '5', '#3')",TRAIN49
4,3236,0.54,0.0,3,0.30357142857142855,0.0,1.2142857142857142,0.0,0.0,1.8518518518518516,1.0,1,1,0.0,-5.0,"('swap', '2', '#3')",TRAIN49
5,1126,0.54,0,2,0.28846153846153844,0,0.5769230769230769,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '9', '#6')",TRAIN49
1,5962,0.53,15.0,2,0.3235294117647059,30.0,0.6470588235294118,9.705882352941178,7.95,1.0,0.53,0,0,0.0,-22.908812606185776,"('swap', '20', '#5')",TRAIN46
2,5728,0.53,15.0,2,0.3125,30.0,0.625,10.3125,7.95,1.0,0.53,0,0,0.0,-22.734375162165755,"('none', 'none', 'none')",TRAIN46
3,5682,0.53,15.0,2,0.26666666666666666,30.0,0.5333333333333333,9.5,7.95,1.0,0.53,0,0,0.0,-22.429535951262004,"('none', 'none', 'none')",TRAIN46
4,5630,0.53,15.0,2,0.21428571428571427,30.0,0.42857142857142855,8.035714285714285,7.95,1.0,0.53,0,0,0.0,-21.80114834828247,"('none', 'none', 'none')",TRAIN46
5,5426,0.53,15.0,2,0.21153846153846154,30.0,0.4230769230769231,6.346153846153846,7.95,1.0,0.53,0,0,0.0,-20.60621466660895,"('none', 'none', 'none')",TRAIN46
6,5618,0.53,15.0,2,0.2916666666666667,30.0,0.625,9.375,7.95,1.0,0.53,0,0,0.0,-8.982201179715906,"('swap', '10', '#4')",TRAIN46
7,1460,0.53,0,1,0.22727272727272727,0,0.45454545454545453,0.0,0,0.0,0,0,1,1.0,0,"('swap', '22', '#6')",TRAIN46
1,5998,0.61,45.0,2,0.3088235294117647,90.0,0.6176470588235294,30.441176470588236,27.45,1.0,0.61,0,0,0.0,-7.731432989632289,"('swap', '16', '#4')",TRAIN51
2,5998,0.61,0.0,2,0.328125,0.0,0.65625,0.0,0.0,1.0,0.61,0,0,0.0,-2.7436612152430557,"('swap', '18', '#3')",TRAIN51
3,5998,0.61,0.0,2,0.3,0.0,0.6,0.0,0.0,1.0,0.61,0,0,0.0,-2.8429035045197493,"('none', 'none', 'none')",TRAIN51
4,5998,0.61,0.0,2,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,1.0,0.61,0,0,0.0,-3.1483831049355917,"('none', 'none', 'none')",TRAIN51
5,5998,0.61,0.0,2,0.3076923076923077,0.0,0.6153846153846154,0.0,0.0,1.0,0.61,0,0,0.0,-3.397355206077007,"('none', 'none', 'none')",TRAIN51
6,1829,0.61,0,1,0.2916666666666667,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '5', '#2')",TRAIN51
1,5998,0.56,60.0,2,0.14705882352941177,120.0,0.29411764705882354,17.647058823529413,100.80000000000001,3.0,1.6800000000000002,0,0,0.0,-22.728855533114285,"('swap', '8', '#5')",TRAIN56
2,1317,0.56,0,2,0.15625,0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN56
1,5268,0.53,0.0,1,0.2647058823529412,0.0,0.2647058823529412,0.0,0.0,2.0,1.06,0,0,0.0,-10.176420988454005,"('none', 'none', 'none')",TRAIN50
2,5200,0.53,0.0,1,0.28125,0.0,0.28125,0.0,0.0,2.0,1.06,0,0,0.0,-10.205535524299876,"('none', 'none', 'none')",TRAIN50
3,5170,0.53,0.0,1,0.23333333333333334,0.0,0.23333333333333334,0.0,0.0,2.0,1.06,0,0,0.0,-10.29003152533255,"('none', 'none', 'none')",TRAIN50
4,5104,0.53,0.0,1,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,2.0,1.06,0,0,0.0,-10.327012954104276,"('none', 'none', 'none')",TRAIN50
5,4986,0.53,0.0,1,0.1346153846153846,0.0,0.1346153846153846,0.0,0.0,2.0,1.06,0,0,0.0,-9.622673457650457,"('none', 'none', 'none')",TRAIN50
6,2040,0.53,5.0,2,0.1875,10.0,0.375,1.875,5.0,1.8867924528301885,1.0,1,1,0.0,-10.000000000000004,"('swap', '13', '#4')",TRAIN50
7,2092,0.53,0.0,1,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,1.8867924528301885,1.0,1,1,0.0,-5.000000000000002,"('swap', '16', '#4')",TRAIN50
8,1020,0.53,0,1,0.2,0,0.3,0.0,0,0.0,0,0,1,1.0,0,"('swap', '12', '#3')",TRAIN50
1,5998,0.68,15.0,1,0.17647058823529413,45.0,0.17647058823529413,17.86764705882353,10.200000000000001,1.0,0.68,0,0,0.0,-25.0,"('swap', '2', '#6')",TRAIN52
2,5998,0.68,0,0,0.046875,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('swap', '19', '#4')",TRAIN52
3,5998,0.68,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN52
4,5998,0.68,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN52
5,5998,0.68,0,0,0.28846153846153844,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,"('none', 'none', 'none')",TRAIN52
6,1979,0.68,0,0,0.3125,0,0.0,0.0,0,0.0,0,0,1,1.0,0,"('none', 'none', 'none')",TRAIN52
1,4888,0.85,0.0,1,0.14705882352941177,0.0,0.14705882352941177,0.0,0.0,2.0,1.7,0,0,0.0,-12.793085149756887,"('none', 'none', 'none')",TRAIN55
2,4666,0.85,0.0,1,0.15625,0.0,0.15625,0.0,0.0,2.0,1.7,0,0,0.0,-12.973256737914808,"('none', 'none', 'none')",TRAIN55
3,2382,0.85,0.0,2,0.3,0.0,0.6,0.0,0.0,1.1764705882352942,1.0,1,1,0.0,-10.0,"('swap', '12', '#4')",TRAIN55
4,1323,0.85,0,3,0.30357142857142855,0,1.2142857142857142,0.0,0.0,0.0,0.0,0,1,1.0,-0.0,"('swap', '23', '#4')",TRAIN55
1,5734,0.53,30.0,2,0.3382352941176471,60.0,0.6764705882352942,20.294117647058826,31.8,2.0,1.06,0,0,0.0,-48.74231594770975,"('swap', '4', '#4')",TRAIN53
2,5698,0.53,30.0,2,0.28125,90.0,0.5625,42.1875,15.9,1.0,0.53,0,0,0.0,-42.163546167327816,"('swap', '22', '#6')",TRAIN53
3,5396,0.53,30.0,2,0.2833333333333333,90.0,0.5666666666666667,39.0,15.9,1.0,0.53,0,0,0.0,-39.74829335569699,"('none', 'none', 'none')",TRAIN53
4,5190,0.53,30.0,1,0.19642857142857142,90.0,0.19642857142857142,35.357142857142854,15.9,1.0,0.53,0,0,0.0,-32.38142252460898,"('swap', '21', '#4')",TRAIN53
5,3760,0.53,30.0,2,0.28846153846153844,90.0,0.6923076923076923,31.153846153846153,15.9,1.0,0.53,0,0,0.0,-22.59778523839944,"('swap', '23', '#1')",TRAIN53
6,966,0.53,0,1,0.3125,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '13', '#6')",TRAIN53
1,5998,0.69,0.0,1,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,1.0,0.69,0,0,0.0,-3.4351087933030353,"('swap', '15', '#3')",TRAIN57
2,5998,0.69,0.0,1,0.125,0.0,0.125,0.0,0.0,1.0,0.69,0,0,0.0,-3.3564317493812,"('none', 'none', 'none')",TRAIN57
3,5998,0.69,0.0,1,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,1.0,0.69,0,0,0.0,-3.2295810559080667,"('none', 'none', 'none')",TRAIN57
4,5998,0.69,0.0,1,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,1.0,0.69,0,0,0.0,-3.396257881766595,"('none', 'none', 'none')",TRAIN57
5,1413,0.69,0,1,0.28846153846153844,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('swap', '16', '#5')",TRAIN57
1,5726,0.67,0.0,0,0.07352941176470588,0.0,0.0,0.0,0.0,2.0,1.34,0,0,0.0,-3.129035735528915,"('swap', '16', '#5')",TRAIN54
2,5726,0.67,0.0,0,0.078125,0.0,0.0,0.0,0.0,2.0,1.34,0,0,0.0,-3.1624830955363037,"('none', 'none', 'none')",TRAIN54
3,5726,0.67,0.0,0,0.03333333333333333,0.0,0.0,0.0,0.0,2.0,1.34,0,0,0.0,-3.29383660829657,"('none', 'none', 'none')",TRAIN54
4,5726,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.34,0,0,0.0,-3.5609529193074407,"('none', 'none', 'none')",TRAIN54
5,5726,0.67,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.34,0,0,0.0,-4.113633849934289,"('none', 'none', 'none')",TRAIN54
6,971,0.67,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN54
1,5744,0.86,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.72,0,0,0.0,-9.82550980204459,"('none', 'none', 'none')",TRAIN58
2,5704,0.86,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.72,0,0,0.0,-9.839241911215305,"('none', 'none', 'none')",TRAIN58
3,5652,0.86,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.72,0,0,0.0,-9.796822622182974,"('none', 'none', 'none')",TRAIN58
4,5556,0.86,0.0,1,0.19642857142857142,0.0,0.19642857142857142,0.0,0.0,1.0,0.86,0,0,0.0,-4.51967852141045,"('swap', '4', '#5')",TRAIN58
5,349,0.86,0,1,0.21153846153846154,0,0.21153846153846154,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN58
1,5998,0.65,0.0,1,0.19117647058823528,0.0,0.19117647058823528,0.0,0.0,3.0,1.9500000000000002,0,0,0.0,-16.94417450738917,"('swap', '19', '#5')",TRAIN60
2,4882,0.65,0.0,1,0.140625,0.0,0.140625,0.0,0.0,3.0,1.9500000000000002,0,0,0.0,-17.050239982925923,"('none', 'none', 'none')",TRAIN60
3,3714,0.65,0.0,2,0.23333333333333334,0.0,0.4666666666666667,0.0,0.0,2.0,1.3,0,0,0.0,-7.073933318612953,"('swap', '15', '#3')",TRAIN60
4,3520,0.65,0.0,2,0.17857142857142858,0.0,0.35714285714285715,0.0,0.0,2.0,1.3,0,0,0.0,-6.509997193889971,"('none', 'none', 'none')",TRAIN60
5,600,0.65,0,2,0.12179487179487179,0,0.24358974358974358,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN60
1,5998,0.85,0.0,2,0.3088235294117647,0.0,0.6176470588235294,0.0,0.0,1.0,0.85,0,0,0.0,-4.281404745279496,"('swap', '7', '#2')",TRAIN59
2,5998,0.85,0.0,2,0.3125,0.0,0.625,0.0,0.0,1.0,0.85,0,0,0.0,-4.223856407580195,"('none', 'none', 'none')",TRAIN59
3,5998,0.85,0.0,2,0.26666666666666666,0.0,0.5333333333333333,0.0,0.0,1.0,0.85,0,0,0.0,-4.242067171808011,"('none', 'none', 'none')",TRAIN59
4,5998,0.85,0.0,2,0.21428571428571427,0.0,0.42857142857142855,0.0,0.0,1.0,0.85,0,0,0.0,-4.417665333904735,"('none', 'none', 'none')",TRAIN59
5,5998,0.85,0.0,2,0.19230769230769232,0.0,0.38461538461538464,0.0,0.0,1.0,0.85,0,0,0.0,-4.745311628758911,"('none', 'none', 'none')",TRAIN59
6,1688,0.85,0,1,0.3125,0,0.4166666666666667,0.0,0,0.0,0,0,1,1.0,0,"('swap', '9', '#2')",TRAIN59
1,5998,0.72,30.0,1,0.14705882352941177,30.0,0.14705882352941177,4.411764705882353,43.199999999999996,2.0,1.44,0,0,0.0,-43.93417791256313,"('swap', '22', '#3')",TRAIN62
2,5962,0.72,30.0,1,0.15625,30.0,0.15625,4.6875,43.199999999999996,2.0,1.44,0,0,0.0,-44.133524729775985,"('none', 'none', 'none')",TRAIN62
3,5926,0.72,30.0,1,0.16666666666666666,30.0,0.16666666666666666,5.0,43.199999999999996,2.0,1.44,0,0,0.0,-44.30407729665942,"('none', 'none', 'none')",TRAIN62
4,5966,0.72,0.0,2,0.375,0.0,0.75,0.0,0.0,1.0,0.72,0,0,0.0,-4.4811638141636125,"('swap', '7', '#2')",TRAIN62
5,1406,0.72,0,1,0.38461538461538464,0,0.38461538461538464,0.0,0,0.0,0,0,1,1.0,0,"('swap', '14', '#2')",TRAIN62
1,5998,0.53,60.0,3,0.35294117647058826,180.0,1.0588235294117647,63.52941176470589,63.6,2.0,1.06,0,0,0.0,-72.23046759594288,"('swap', '22', '#6')",TRAIN65
2,1454,0.53,0,3,0.359375,0,1.078125,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN65
1,5998,0.7,0.0,0,0.25,0.0,0.0,0.0,0.0,2.0,1.4,0,0,0.0,-8.43147634363514,"('swap', '1', '#3')",TRAIN61
2,5774,0.7,0.0,0,0.21875,0.0,0.0,0.0,0.0,2.0,1.4,0,0,0.0,-8.385321905156703,"('none', 'none', 'none')",TRAIN61
3,5752,0.7,0.0,0,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,1.4,0,0,0.0,-8.380454635586576,"('none', 'none', 'none')",TRAIN61
4,5650,0.7,0.0,0,0.125,0.0,0.0,0.0,0.0,2.0,1.4,0,0,0.0,-8.431332188765847,"('none', 'none', 'none')",TRAIN61
5,5036,0.7,0.0,0,0.057692307692307696,0.0,0.0,0.0,0.0,2.0,1.4,0,0,0.0,-8.616299092730497,"('none', 'none', 'none')",TRAIN61
6,5634,0.7,0.0,1,0.14583333333333334,0.0,0.1875,0.0,0.0,1.0,0.7,0,0,0.0,-4.180253931919235,"('swap', '14', '#4')",TRAIN61
7,830,0.7,0,1,0.13636363636363635,0,0.20454545454545456,0.0,0.0,0.0,0.0,0,0,0.0,-0.0,"('none', 'none', 'none')",TRAIN61
1,5340,0.6,15.0,1,0.23529411764705882,15.0,0.23529411764705882,3.5294117647058822,18.0,2.0,1.2,0,0,0.0,-17.580843687682474,"('swap', '1', '#4')",TRAIN64
2,4510,0.6,15.0,1,0.203125,15.0,0.203125,3.046875,18.0,2.0,1.2,0,0,0.0,-17.146878288601197,"('none', 'none', 'none')",TRAIN64
3,3954,0.6,15.0,1,0.15,15.0,0.15,2.25,18.0,2.0,1.2,0,0,0.0,-17.065052286535025,"('none', 'none', 'none')",TRAIN64
4,3788,0.6,15.0,1,0.14285714285714285,15.0,0.14285714285714285,2.142857142857143,18.0,2.0,1.2,0,0,0.0,-17.783979625616016,"('none', 'none', 'none')",TRAIN64
5,3608,0.6,15.0,1,0.11538461538461539,15.0,0.11538461538461539,1.7307692307692308,18.0,2.0,1.2,0,0,0.0,-18.83829079707465,"('none', 'none', 'none')",TRAIN64
6,2146,0.6,5.0,2,0.14583333333333334,10.0,0.2916666666666667,1.4583333333333335,5.0,1.6666666666666667,1.0,1,1,0.0,-10.0,"('swap', '24', '#5')",TRAIN64
7,2190,0.6,0.0,2,0.045454545454545456,0.0,0.09090909090909091,0.0,0.0,1.6666666666666667,1.0,1,1,0.0,-5.0,"('swap', '4', '#5')",TRAIN64
8,1095,0.6,0,1,0.1,0,0.2,0.0,0,0.0,0,0,1,1.0,0,"('swap', '20', '#3')",TRAIN64
1,5998,0.76,0.0,1,0.2647058823529412,0.0,0.2647058823529412,0.0,0.0,2.0,1.52,0,0,0.0,-11.004445393515567,"('swap', '4', '#2')",TRAIN63
